Absorption and Emission cross sections are only a function of host glass composition,,
8.9860E-07,4.0590E-25,5.2000E-27
8.9880E-07,4.1080E-25,5.3000E-27
8.9900E-07,4.1260E-25,5.4000E-27
8.9920E-07,4.1610E-25,5.5000E-27
8.9940E-07,4.1950E-25,5.6000E-27
8.9960E-07,4.2300E-25,5.7000E-27
8.9980E-07,4.2480E-25,5.8000E-27
9.0000E-07,4.2800E-25,5.9000E-27
9.0020E-07,4.3150E-25,6.0000E-27
9.0040E-07,4.3150E-25,6.1000E-27
9.0060E-07,4.3500E-25,6.2000E-27
9.0080E-07,4.3840E-25,6.4000E-27
9.0100E-07,4.4020E-25,6.5000E-27
9.0120E-07,4.4190E-25,6.6000E-27
9.0140E-07,4.4540E-25,6.7000E-27
9.0160E-07,4.4720E-25,6.8000E-27
9.0180E-07,4.5040E-25,6.9000E-27
9.0200E-07,4.5390E-25,7.1000E-27
9.0220E-07,4.5560E-25,7.2000E-27
9.0240E-07,4.5910E-25,7.3000E-27
9.0260E-07,4.6260E-25,7.5000E-27
9.0280E-07,4.6430E-25,7.6000E-27
9.0300E-07,4.6610E-25,7.7000E-27
9.0320E-07,4.6780E-25,7.8000E-27
9.0340E-07,4.7100E-25,8.0000E-27
9.0360E-07,4.7630E-25,8.2000E-27
9.0380E-07,4.7630E-25,8.3000E-27
9.0400E-07,4.7970E-25,8.4000E-27
9.0420E-07,4.8320E-25,8.6000E-27
9.0440E-07,4.8320E-25,8.7000E-27
9.0460E-07,4.8670E-25,8.9000E-27
9.0480E-07,4.8850E-25,9.0000E-27
9.0500E-07,4.8990E-25,9.2000E-27
9.0520E-07,4.9340E-25,9.3000E-27
9.0540E-07,4.9340E-25,9.4000E-27
9.0560E-07,4.9520E-25,9.6000E-27
9.0580E-07,4.9860E-25,9.8000E-27
9.0600E-07,5.0040E-25,9.9000E-27
9.0620E-07,5.0390E-25,1.0100E-26
9.0640E-07,5.0560E-25,1.0300E-26
9.0660E-07,5.0910E-25,1.0500E-26
9.0680E-07,5.1060E-25,1.0600E-26
9.0700E-07,5.1230E-25,1.0800E-26
9.0720E-07,5.1410E-25,1.1000E-26
9.0740E-07,5.1580E-25,1.1100E-26
9.0760E-07,5.1750E-25,1.1300E-26
9.0780E-07,5.2100E-25,1.1500E-26
9.0800E-07,5.2280E-25,1.1700E-26
9.0820E-07,5.2630E-25,1.1900E-26
9.0840E-07,5.2630E-25,1.2100E-26
9.0860E-07,5.3120E-25,1.2300E-26
9.0880E-07,5.2800E-25,1.2400E-26
9.0900E-07,5.3470E-25,1.2700E-26
9.0920E-07,5.3470E-25,1.2800E-26
9.0940E-07,5.3650E-25,1.3000E-26
9.0960E-07,5.3820E-25,1.3200E-26
9.0980E-07,5.3990E-25,1.3400E-26
9.1000E-07,5.4340E-25,1.3700E-26
9.1020E-07,5.4340E-25,1.3800E-26
9.1040E-07,5.4520E-25,1.4100E-26
9.1060E-07,5.4690E-25,1.4300E-26
9.1080E-07,5.4870E-25,1.4500E-26
9.1100E-07,5.4870E-25,1.4700E-26
9.1120E-07,5.5040E-25,1.4900E-26
9.1140E-07,5.5190E-25,1.5100E-26
9.1160E-07,5.5360E-25,1.5300E-26
9.1180E-07,5.5360E-25,1.5500E-26
9.1200E-07,5.5710E-25,1.5800E-26
9.1220E-07,5.5540E-25,1.5900E-26
9.1240E-07,5.5880E-25,1.6200E-26
9.1260E-07,5.5880E-25,1.6400E-26
9.1280E-07,5.6060E-25,1.6700E-26
9.1300E-07,5.6060E-25,1.6900E-26
9.1320E-07,5.6230E-25,1.7100E-26
9.1340E-07,5.6410E-25,1.7400E-26
9.1360E-07,5.6230E-25,1.7500E-26
9.1380E-07,5.6580E-25,1.7800E-26
9.1400E-07,5.6760E-25,1.8100E-26
9.1420E-07,5.6760E-25,1.8300E-26
9.1440E-07,5.6760E-25,1.8500E-26
9.1460E-07,5.6760E-25,1.8800E-26
9.1480E-07,5.6930E-25,1.9000E-26
9.1500E-07,5.6930E-25,1.9300E-26
9.1520E-07,5.7110E-25,1.9500E-26
9.1540E-07,5.7110E-25,1.9800E-26
9.1560E-07,5.7250E-25,2.0100E-26
9.1580E-07,5.7250E-25,2.0300E-26
9.1600E-07,5.7250E-25,2.0500E-26
9.1620E-07,5.7430E-25,2.0800E-26
9.1640E-07,5.7600E-25,2.1100E-26
9.1660E-07,5.7600E-25,2.1400E-26
9.1680E-07,5.7600E-25,2.1600E-26
9.1700E-07,5.7600E-25,2.1900E-26
9.1720E-07,5.7600E-25,2.2200E-26
9.1740E-07,5.7600E-25,2.2400E-26
9.1760E-07,5.7250E-25,2.2500E-26
9.1780E-07,5.7430E-25,2.2900E-26
9.1800E-07,5.7430E-25,2.3100E-26
9.1820E-07,5.7430E-25,2.3400E-26
9.1840E-07,5.7430E-25,2.3700E-26
9.1860E-07,5.7430E-25,2.4000E-26
9.1880E-07,5.7430E-25,2.4300E-26
9.1900E-07,5.7250E-25,2.4500E-26
9.1920E-07,5.7250E-25,2.4700E-26
9.1940E-07,5.7250E-25,2.5000E-26
9.1960E-07,5.7250E-25,2.5300E-26
9.1980E-07,5.7250E-25,2.5600E-26
9.2000E-07,5.7110E-25,2.5900E-26
9.2020E-07,5.7110E-25,2.6200E-26
9.2040E-07,5.6930E-25,2.6400E-26
9.2060E-07,5.7110E-25,2.6800E-26
9.2080E-07,5.7110E-25,2.7100E-26
9.2100E-07,5.6930E-25,2.7300E-26
9.2120E-07,5.6930E-25,2.7600E-26
9.2140E-07,5.6580E-25,2.7800E-26
9.2160E-07,5.6580E-25,2.8100E-26
9.2180E-07,5.6410E-25,2.8400E-26
9.2200E-07,5.6760E-25,2.8900E-26
9.2220E-07,5.6580E-25,2.9100E-26
9.2240E-07,5.6410E-25,2.9400E-26
9.2260E-07,5.6230E-25,2.9600E-26
9.2280E-07,5.6230E-25,2.9900E-26
9.2300E-07,5.6060E-25,3.0200E-26
9.2320E-07,5.5880E-25,3.0500E-26
9.2340E-07,5.5880E-25,3.0800E-26
9.2360E-07,5.5710E-25,3.1100E-26
9.2380E-07,5.5880E-25,3.1500E-26
9.2400E-07,5.5710E-25,3.1800E-26
9.2420E-07,5.5360E-25,3.2000E-26
9.2440E-07,5.5360E-25,3.2300E-26
9.2460E-07,5.5190E-25,3.2600E-26
9.2480E-07,5.5190E-25,3.3000E-26
9.2500E-07,5.5190E-25,3.3400E-26
9.2520E-07,5.5040E-25,3.3600E-26
9.2540E-07,5.5040E-25,3.4000E-26
9.2560E-07,5.4690E-25,3.4200E-26
9.2580E-07,5.4340E-25,3.4400E-26
9.2600E-07,5.4340E-25,3.4800E-26
9.2620E-07,5.4170E-25,3.5100E-26
9.2640E-07,5.3990E-25,3.5400E-26
9.2660E-07,5.4170E-25,3.5900E-26
9.2680E-07,5.3990E-25,3.6200E-26
9.2700E-07,5.3820E-25,3.6500E-26
9.2720E-07,5.3650E-25,3.6800E-26
9.2740E-07,5.3300E-25,3.7000E-26
9.2760E-07,5.3120E-25,3.7300E-26
9.2780E-07,5.3120E-25,3.7700E-26
9.2800E-07,5.3120E-25,3.8100E-26
9.2820E-07,5.3120E-25,3.8600E-26
9.2840E-07,5.2980E-25,3.8900E-26
9.2860E-07,5.2630E-25,3.9100E-26
9.2880E-07,5.2100E-25,3.9100E-26
9.2900E-07,5.2100E-25,3.9600E-26
9.2920E-07,5.1580E-25,3.9600E-26
9.2940E-07,5.1750E-25,4.0200E-26
9.2960E-07,5.1930E-25,4.0800E-26
9.2980E-07,5.1750E-25,4.1100E-26
9.3000E-07,5.1580E-25,4.1500E-26
9.3020E-07,5.1580E-25,4.1900E-26
9.3040E-07,5.1230E-25,4.2100E-26
9.3060E-07,5.0910E-25,4.2400E-26
9.3080E-07,5.0910E-25,4.2800E-26
9.3100E-07,5.0740E-25,4.3200E-26
9.3120E-07,5.0560E-25,4.3500E-26
9.3140E-07,5.0740E-25,4.4200E-26
9.3160E-07,5.0390E-25,4.4400E-26
9.3180E-07,5.0210E-25,4.4700E-26
9.3200E-07,5.0040E-25,4.5100E-26
9.3220E-07,4.9690E-25,4.5300E-26
9.3240E-07,4.9520E-25,4.5600E-26
9.3260E-07,4.9340E-25,4.6000E-26
9.3280E-07,4.9340E-25,4.6500E-26
9.3300E-07,4.9170E-25,4.6900E-26
9.3320E-07,4.8990E-25,4.7200E-26
9.3340E-07,4.8850E-25,4.7600E-26
9.3360E-07,4.8670E-25,4.8000E-26
9.3380E-07,4.8500E-25,4.8300E-26
9.3400E-07,4.8150E-25,4.8500E-26
9.3420E-07,4.8150E-25,4.9100E-26
9.3440E-07,4.7800E-25,4.9300E-26
9.3460E-07,4.7800E-25,4.9800E-26
9.3480E-07,4.7630E-25,5.0200E-26
9.3500E-07,4.7280E-25,5.0400E-26
9.3520E-07,4.7100E-25,5.0800E-26
9.3540E-07,4.6780E-25,5.1000E-26
9.3560E-07,4.6610E-25,5.1400E-26
9.3580E-07,4.6430E-25,5.1800E-26
9.3600E-07,4.6260E-25,5.2200E-26
9.3620E-07,4.6080E-25,5.2600E-26
9.3640E-07,4.5910E-25,5.3000E-26
9.3660E-07,4.5560E-25,5.3200E-26
9.3680E-07,4.5210E-25,5.3300E-26
9.3700E-07,4.5210E-25,5.3900E-26
9.3720E-07,4.4860E-25,5.4100E-26
9.3740E-07,4.4860E-25,5.4700E-26
9.3760E-07,4.4540E-25,5.5000E-26
9.3780E-07,4.4370E-25,5.5400E-26
9.3800E-07,4.4370E-25,5.6000E-26
9.3820E-07,4.4020E-25,5.6200E-26
9.3840E-07,4.3840E-25,5.6600E-26
9.3860E-07,4.3670E-25,5.7000E-26
9.3880E-07,4.3500E-25,5.7400E-26
9.3900E-07,4.3320E-25,5.7800E-26
9.3920E-07,4.2970E-25,5.8000E-26
9.3940E-07,4.2800E-25,5.8400E-26
9.3960E-07,4.2480E-25,5.8600E-26
9.3980E-07,4.2300E-25,5.9000E-26
9.4000E-07,4.1950E-25,5.9200E-26
9.4020E-07,4.1780E-25,5.9600E-26
9.4040E-07,4.1780E-25,6.0300E-26
9.4060E-07,4.1610E-25,6.0700E-26
9.4080E-07,4.1430E-25,6.1100E-26
9.4100E-07,4.1080E-25,6.1300E-26
9.4120E-07,4.0910E-25,6.1700E-26
9.4140E-07,4.0590E-25,6.1900E-26
9.4160E-07,4.0410E-25,6.2300E-26
9.4180E-07,4.0060E-25,6.2400E-26
9.4200E-07,3.9890E-25,6.2900E-26
9.4220E-07,3.9540E-25,6.3000E-26
9.4240E-07,3.9370E-25,6.3400E-26
9.4260E-07,3.9020E-25,6.3600E-26
9.4280E-07,3.8840E-25,6.4000E-26
9.4300E-07,3.8670E-25,6.4400E-26
9.4320E-07,3.8350E-25,6.4600E-26
9.4340E-07,3.8000E-25,6.4700E-26
9.4360E-07,3.7820E-25,6.5100E-26
9.4380E-07,3.7480E-25,6.5200E-26
9.4400E-07,3.7300E-25,6.5700E-26
9.4420E-07,3.6950E-25,6.5800E-26
9.4440E-07,3.6780E-25,6.6200E-26
9.4460E-07,3.6600E-25,6.6600E-26
9.4480E-07,3.6460E-25,6.7100E-26
9.4500E-07,3.6460E-25,6.7800E-26
9.4520E-07,3.6280E-25,6.8200E-26
9.4540E-07,3.5760E-25,6.8000E-26
9.4560E-07,3.5590E-25,6.8400E-26
9.4580E-07,3.5240E-25,6.8500E-26
9.4600E-07,3.5240E-25,6.9200E-26
9.4620E-07,3.4890E-25,6.9300E-26
9.4640E-07,3.4890E-25,7.0100E-26
9.4660E-07,3.4710E-25,7.0500E-26
9.4680E-07,3.4540E-25,7.0900E-26
9.4700E-07,3.4390E-25,7.1400E-26
9.4720E-07,3.4220E-25,7.1800E-26
9.4740E-07,3.4040E-25,7.2200E-26
9.4760E-07,3.3700E-25,7.2300E-26
9.4780E-07,3.3520E-25,7.2700E-26
9.4800E-07,3.3170E-25,7.2700E-26
9.4820E-07,3.3170E-25,7.3500E-26
9.4840E-07,3.3000E-25,7.3900E-26
9.4860E-07,3.2820E-25,7.4400E-26
9.4880E-07,3.2650E-25,7.4800E-26
9.4900E-07,3.2650E-25,7.5600E-26
9.4920E-07,3.2650E-25,7.6400E-26
9.4940E-07,3.2330E-25,7.6500E-26
9.4960E-07,3.2150E-25,7.6900E-26
9.4980E-07,3.1980E-25,7.7300E-26
9.5000E-07,3.1980E-25,7.8200E-26
9.5020E-07,3.1800E-25,7.8600E-26
9.5040E-07,3.1630E-25,7.9000E-26
9.5060E-07,3.1630E-25,7.9900E-26
9.5080E-07,3.1630E-25,8.0800E-26
9.5100E-07,3.1460E-25,8.1200E-26
9.5120E-07,3.1460E-25,8.2100E-26
9.5140E-07,3.1460E-25,8.3000E-26
9.5160E-07,3.1460E-25,8.3900E-26
9.5180E-07,3.1280E-25,8.4300E-26
9.5200E-07,3.1280E-25,8.5300E-26
9.5220E-07,3.0930E-25,8.5200E-26
9.5240E-07,3.0930E-25,8.6200E-26
9.5260E-07,3.1110E-25,8.7600E-26
9.5280E-07,3.1110E-25,8.8500E-26
9.5300E-07,3.1280E-25,9.0000E-26
9.5320E-07,3.1280E-25,9.1000E-26
9.5340E-07,3.1110E-25,9.1500E-26
9.5360E-07,3.1110E-25,9.2500E-26
9.5380E-07,3.0930E-25,9.2900E-26
9.5400E-07,3.0930E-25,9.3900E-26
9.5420E-07,3.0930E-25,9.5000E-26
9.5440E-07,3.0930E-25,9.6000E-26
9.5460E-07,3.0930E-25,9.7000E-26
9.5480E-07,3.0930E-25,9.8100E-26
9.5500E-07,3.0930E-25,9.9100E-26
9.5520E-07,3.1110E-25,1.0080E-25
9.5540E-07,3.1110E-25,1.0190E-25
9.5560E-07,3.1280E-25,1.0360E-25
9.5580E-07,3.1280E-25,1.0470E-25
9.5600E-07,3.1280E-25,1.0580E-25
9.5620E-07,3.1460E-25,1.0750E-25
9.5640E-07,3.1280E-25,1.0810E-25
9.5660E-07,3.1280E-25,1.0930E-25
9.5680E-07,3.1280E-25,1.1050E-25
9.5700E-07,3.1460E-25,1.1230E-25
9.5720E-07,3.1460E-25,1.1350E-25
9.5740E-07,3.1630E-25,1.1530E-25
9.5760E-07,3.1800E-25,1.1720E-25
9.5780E-07,3.1800E-25,1.1850E-25
9.5800E-07,3.1800E-25,1.1980E-25
9.5820E-07,3.1980E-25,1.2170E-25
9.5840E-07,3.1980E-25,1.2300E-25
9.5860E-07,3.2150E-25,1.2500E-25
9.5880E-07,3.2150E-25,1.2640E-25
9.5900E-07,3.2150E-25,1.2770E-25
9.5920E-07,3.2330E-25,1.2980E-25
9.5940E-07,3.2470E-25,1.3180E-25
9.5960E-07,3.2470E-25,1.3320E-25
9.5980E-07,3.2470E-25,1.3460E-25
9.6000E-07,3.2470E-25,1.3610E-25
9.6020E-07,3.2650E-25,1.3830E-25
9.6040E-07,3.2650E-25,1.3970E-25
9.6060E-07,3.2820E-25,1.4200E-25
9.6080E-07,3.3000E-25,1.4430E-25
9.6100E-07,3.3000E-25,1.4580E-25
9.6120E-07,3.3170E-25,1.4820E-25
9.6140E-07,3.3170E-25,1.4970E-25
9.6160E-07,3.3350E-25,1.5210E-25
9.6180E-07,3.3170E-25,1.5300E-25
9.6200E-07,3.3350E-25,1.5540E-25
9.6220E-07,3.3350E-25,1.5710E-25
9.6240E-07,3.3520E-25,1.5960E-25
9.6260E-07,3.3700E-25,1.6210E-25
9.6280E-07,3.3870E-25,1.6470E-25
9.6300E-07,3.3870E-25,1.6640E-25
9.6320E-07,3.3870E-25,1.6820E-25
9.6340E-07,3.4040E-25,1.7090E-25
9.6360E-07,3.4220E-25,1.7360E-25
9.6380E-07,3.4390E-25,1.7630E-25
9.6400E-07,3.4540E-25,1.7900E-25
9.6420E-07,3.4710E-25,1.8180E-25
9.6440E-07,3.4890E-25,1.8460E-25
9.6460E-07,3.4890E-25,1.8660E-25
9.6480E-07,3.5060E-25,1.8950E-25
9.6500E-07,3.5240E-25,1.9250E-25
9.6520E-07,3.5410E-25,1.9550E-25
9.6540E-07,3.5410E-25,1.9760E-25
9.6560E-07,3.5590E-25,2.0060E-25
9.6580E-07,3.5760E-25,2.0370E-25
9.6600E-07,3.5930E-25,2.0690E-25
9.6620E-07,3.6110E-25,2.1010E-25
9.6640E-07,3.6280E-25,2.1340E-25
9.6660E-07,3.6600E-25,2.1750E-25
9.6680E-07,3.6600E-25,2.1980E-25
9.6700E-07,3.6780E-25,2.2320E-25
9.6720E-07,3.6780E-25,2.2560E-25
9.6740E-07,3.7130E-25,2.3010E-25
9.6760E-07,3.7480E-25,2.3470E-25
9.6780E-07,3.7820E-25,2.3940E-25
9.6800E-07,3.8350E-25,2.4530E-25
9.6820E-07,3.8670E-25,2.4990E-25
9.6840E-07,3.9190E-25,2.5600E-25
9.6860E-07,3.9540E-25,2.6100E-25
9.6880E-07,4.0240E-25,2.6840E-25
9.6900E-07,4.0730E-25,2.7450E-25
9.6920E-07,4.1430E-25,2.8220E-25
9.6940E-07,4.2480E-25,2.9230E-25
9.6960E-07,4.3320E-25,3.0130E-25
9.6980E-07,4.4540E-25,3.1300E-25
9.7000E-07,4.6080E-25,3.2730E-25
9.7020E-07,4.7630E-25,3.4180E-25
9.7040E-07,4.9340E-25,3.5780E-25
9.7060E-07,5.1230E-25,3.7540E-25
9.7080E-07,5.3470E-25,3.9590E-25
9.7100E-07,5.6060E-25,4.1940E-25
9.7120E-07,5.9000E-25,4.4600E-25
9.7140E-07,6.2430E-25,4.7690E-25
9.7160E-07,6.6210E-25,5.1110E-25
9.7180E-07,7.0340E-25,5.4860E-25
9.7200E-07,7.4820E-25,5.8970E-25
9.7220E-07,7.9640E-25,6.3430E-25
9.7240E-07,8.4970E-25,6.8370E-25
9.7260E-07,9.0810E-25,7.3840E-25
9.7280E-07,9.6830E-25,7.9560E-25
9.7300E-07,1.0355E-24,8.5960E-25
9.7320E-07,1.1027E-24,9.2500E-25
9.7340E-07,1.1716E-24,9.9300E-25
9.7360E-07,1.2437E-24,1.0651E-24
9.7380E-07,1.3126E-24,1.1359E-24
9.7400E-07,1.3798E-24,1.2064E-24
9.7420E-07,1.4418E-24,1.2737E-24
9.7440E-07,1.5002E-24,1.3392E-24
9.7460E-07,1.5552E-24,1.4027E-24
9.7480E-07,1.6052E-24,1.4628E-24
9.7500E-07,1.6500E-24,1.5193E-24
9.7520E-07,1.6878E-24,1.5702E-24
9.7540E-07,1.7169E-24,1.6139E-24
9.7560E-07,1.7445E-24,1.6568E-24
9.7580E-07,1.7634E-24,1.6922E-24
9.7600E-07,1.7669E-24,1.7131E-24
9.7620E-07,1.7788E-24,1.7425E-24
9.7640E-07,1.7806E-24,1.7623E-24
9.7660E-07,1.7806E-24,1.7806E-24
9.7680E-07,1.7687E-24,1.7870E-24
9.7700E-07,1.7532E-24,1.7897E-24
9.7720E-07,1.7375E-24,1.7920E-24
9.7740E-07,1.7186E-24,1.7909E-24
9.7760E-07,1.6962E-24,1.7858E-24
9.7780E-07,1.6654E-24,1.7715E-24
9.7800E-07,1.6325E-24,1.7544E-24
9.7820E-07,1.5913E-24,1.7277E-24
9.7840E-07,1.5587E-24,1.7098E-24
9.7860E-07,1.5139E-24,1.6778E-24
9.7880E-07,1.4659E-24,1.6414E-24
9.7900E-07,1.4176E-24,1.6037E-24
9.7920E-07,1.3676E-24,1.5630E-24
9.7940E-07,1.3109E-24,1.5137E-24
9.7960E-07,1.2542E-24,1.4631E-24
9.7980E-07,1.1957E-24,1.4092E-24
9.8000E-07,1.1387E-24,1.3559E-24
9.8020E-07,1.0803E-24,1.2995E-24
9.8040E-07,1.0236E-24,1.2439E-24
9.8060E-07,9.6510E-25,1.1849E-24
9.8080E-07,9.1160E-25,1.1307E-24
9.8100E-07,8.5660E-25,1.0735E-24
9.8120E-07,8.0310E-25,1.0167E-24
9.8140E-07,7.5170E-25,9.6130E-25
9.8160E-07,7.0510E-25,9.1110E-25
9.8180E-07,6.6210E-25,8.6420E-25
9.8200E-07,6.2080E-25,8.1860E-25
9.8220E-07,5.8470E-25,7.7900E-25
9.8240E-07,5.5190E-25,7.4270E-25
9.8260E-07,5.2100E-25,7.0840E-25
9.8280E-07,4.9340E-25,6.7770E-25
9.8300E-07,4.6610E-25,6.4670E-25
9.8320E-07,4.4370E-25,6.2190E-25
9.8340E-07,4.2130E-25,5.9650E-25
9.8360E-07,4.0410E-25,5.7810E-25
9.8380E-07,3.8670E-25,5.5880E-25
9.8400E-07,3.7130E-25,5.4200E-25
9.8420E-07,3.5590E-25,5.2480E-25
9.8440E-07,3.4540E-25,5.1450E-25
9.8460E-07,3.3350E-25,5.0180E-25
9.8480E-07,3.2330E-25,4.9150E-25
9.8500E-07,3.1280E-25,4.8040E-25
9.8520E-07,3.0580E-25,4.7450E-25
9.8540E-07,2.9570E-25,4.6330E-25
9.8560E-07,2.8690E-25,4.5420E-25
9.8580E-07,2.8020E-25,4.4810E-25
9.8600E-07,2.7500E-25,4.4420E-25
9.8620E-07,2.6980E-25,4.4020E-25
9.8640E-07,2.6450E-25,4.3610E-25
9.8660E-07,2.5960E-25,4.3220E-25
9.8680E-07,2.5440E-25,4.2780E-25
9.8700E-07,2.4480E-25,4.1590E-25
9.8720E-07,2.3970E-25,4.1130E-25
9.8740E-07,2.3560E-25,4.0840E-25
9.8760E-07,2.3200E-25,4.0620E-25
9.8780E-07,2.2760E-25,4.0260E-25
9.8800E-07,2.2390E-25,4.0010E-25
9.8820E-07,2.2050E-25,3.9800E-25
9.8840E-07,2.1810E-25,3.9760E-25
9.8860E-07,2.1420E-25,3.9450E-25
9.8880E-07,2.1130E-25,3.9310E-25
9.8900E-07,2.0800E-25,3.9090E-25
9.8920E-07,2.0600E-25,3.9090E-25
9.8940E-07,2.0400E-25,3.9120E-25
9.8960E-07,2.0080E-25,3.8890E-25
9.8980E-07,1.9860E-25,3.8850E-25
9.9000E-07,1.9420E-25,3.8360E-25
9.9020E-07,1.9210E-25,3.8340E-25
9.9040E-07,1.9040E-25,3.8370E-25
9.9060E-07,1.8850E-25,3.8370E-25
9.9080E-07,1.8620E-25,3.8280E-25
9.9100E-07,1.8370E-25,3.8150E-25
9.9120E-07,1.8240E-25,3.8260E-25
9.9140E-07,1.8030E-25,3.8220E-25
9.9160E-07,1.7860E-25,3.8230E-25
9.9180E-07,1.7630E-25,3.8110E-25
9.9200E-07,1.7440E-25,3.8080E-25
9.9220E-07,1.7230E-25,3.8010E-25
9.9240E-07,1.7100E-25,3.8100E-25
9.9260E-07,1.6940E-25,3.8120E-25
9.9280E-07,1.6710E-25,3.7970E-25
9.9300E-07,1.6540E-25,3.7950E-25
9.9320E-07,1.6420E-25,3.8070E-25
9.9340E-07,1.6300E-25,3.8170E-25
9.9360E-07,1.6170E-25,3.8250E-25
9.9380E-07,1.6090E-25,3.8420E-25
9.9400E-07,1.5970E-25,3.8520E-25
9.9420E-07,1.5870E-25,3.8660E-25
9.9440E-07,1.5660E-25,3.8550E-25
9.9460E-07,1.5640E-25,3.8860E-25
9.9480E-07,1.5530E-25,3.8990E-25
9.9500E-07,1.5390E-25,3.9010E-25
9.9520E-07,1.5230E-25,3.8990E-25
9.9540E-07,1.5140E-25,3.9150E-25
9.9560E-07,1.5040E-25,3.9280E-25
9.9580E-07,1.4760E-25,3.8940E-25
9.9600E-07,1.4640E-25,3.8990E-25
9.9620E-07,1.4570E-25,3.9200E-25
9.9640E-07,1.4470E-25,3.9330E-25
9.9660E-07,1.4400E-25,3.9510E-25
9.9680E-07,1.4350E-25,3.9770E-25
9.9700E-07,1.4250E-25,3.9890E-25
9.9720E-07,1.4160E-25,4.0020E-25
9.9740E-07,1.4120E-25,4.0300E-25
9.9760E-07,1.4020E-25,4.0420E-25
9.9780E-07,1.3940E-25,4.0600E-25
9.9800E-07,1.3840E-25,4.0690E-25
9.9820E-07,1.3810E-25,4.1010E-25
9.9840E-07,1.3700E-25,4.1100E-25
9.9860E-07,1.3650E-25,4.1360E-25
9.9880E-07,1.3590E-25,4.1560E-25
9.9900E-07,1.3530E-25,4.1790E-25
